YouTube_ID,start seconds,label,train/test split,thumbnail,predicted_materials,predicted_sounds
-GymV9gkAHE,33,train wheels squealing,train,https://img.youtube.com/vi/-GymV9gkAHE/0.jpg,Metal,A train on the tracks.
-GymV9gkAHE,100,train wheels squealing,train,https://img.youtube.com/vi/-GymV9gkAHE/0.jpg,Metal,A train on the tracks.
-Gz3fJ1ZDCQ,0,typing on computer keyboard,train,https://img.youtube.com/vi/-Gz3fJ1ZDCQ/0.jpg,Plastic,"Subway, metro, underground"
-H1_pKntTx4,30,helicopter,train,https://img.youtube.com/vi/-H1_pKntTx4/0.jpg,Metal,Police Rescue
-H369jUtqjc,30,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/-H369jUtqjc/0.jpg,Water,Pumping water
-H4GaC4DugA,0,splashing water,train,https://img.youtube.com/vi/-H4GaC4DugA/0.jpg,Plastic,Pumping water
-H4tPZGMCZo,30,people running,train,https://img.youtube.com/vi/-H4tPZGMCZo/0.jpg,Plastic,A video of people running on a road.
-HAoExLVs6Q,380,"railroad car, train wagon",test,https://img.youtube.com/vi/-HAoExLVs6Q/0.jpg,Plastic,National Historic Landmark
-HDFlW6kofA,0,chainsawing trees,train,https://img.youtube.com/vi/-HDFlW6kofA/0.jpg,Wood,A video of a snowboard.
-HG3Omg_89c,30,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/-HG3Omg_89c/0.jpg,Metal,"Motorboat, speedboat acceleration"
-HIPq7T3eFI,11,driving motorcycle,train,https://img.youtube.com/vi/-HIPq7T3eFI/0.jpg,Plastic,A car driving down the street.
-HUcjhcskP4,40,"railroad car, train wagon",train,https://img.youtube.com/vi/-HUcjhcskP4/0.jpg,Metal,"Subway, metro, underground"
-HXwnBVE19E,2,horse clip-clop,train,https://img.youtube.com/vi/-HXwnBVE19E/0.jpg,Dirt,A video of a person riding a horse on a dirt road.
-Hb1-ExzeHM,510,"subway, metro, underground",train,https://img.youtube.com/vi/-Hb1-ExzeHM/0.jpg,Metal,A train
-HjmhPJh54k,15,toilet flushing,train,https://img.youtube.com/vi/-HjmhPJh54k/0.jpg,Plastic,Pumping water
-HmWDdmTAE8,65,firing cannon,train,https://img.youtube.com/vi/-HmWDdmTAE8/0.jpg,Metal,A spaceship
-HmWDdmTAE8,124,firing cannon,train,https://img.youtube.com/vi/-HmWDdmTAE8/0.jpg,Metal,A spaceship
-HmYuZCgM2s,30,car engine starting,train,https://img.youtube.com/vi/-HmYuZCgM2s/0.jpg,Metal,A car engine starting
-HxVr19g6HQ,214,sliding door,train,https://img.youtube.com/vi/-HxVr19g6HQ/0.jpg,Drywall,A video of a man fixing a mirror.
-I95CtfMOLA,420,sailing,train,https://img.youtube.com/vi/-I95CtfMOLA/0.jpg,Metal,A boat on the water.
-II-7qJxKPc,21,driving buses,train,https://img.youtube.com/vi/-II-7qJxKPc/0.jpg,Metal,A red bus driving down the street.
-IKnJa9U66I,150,using sewing machines,test,https://img.youtube.com/vi/-IKnJa9U66I/0.jpg,Ceramic,1. Pumping water
-INmCm9heS4,13,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/-INmCm9heS4/0.jpg,Wood,Vacuum cleaner cleaning floors
-Igq1W20Gi8,0,people whistling,test,https://img.youtube.com/vi/-Igq1W20Gi8/0.jpg,Plastic,A man with a beard and mustache is holding his nose and sniffing.
-IirOhWxc98,30,skidding,train,https://img.youtube.com/vi/-IirOhWxc98/0.jpg,Metal,Driving motorcycle
-Ij4uiLRp94,20,"race car, auto racing",train,https://img.youtube.com/vi/-Ij4uiLRp94/0.jpg,Metal,"Race car, auto racing"
-IopFsEU_iE,120,"railroad car, train wagon",train,https://img.youtube.com/vi/-IopFsEU_iE/0.jpg,Metal,A train car is traveling down the tracks.
-IpGWTs7ckQ,10,thunder,train,https://img.youtube.com/vi/-IpGWTs7ckQ/0.jpg,Water,A car driving down the street.
-IsCA5lBN74,30,car passing by,train,https://img.youtube.com/vi/-IsCA5lBN74/0.jpg,Plastic,"Race car, auto racing"
-Iu7PYlNUyI,119,typing on typewriter,train,https://img.youtube.com/vi/-Iu7PYlNUyI/0.jpg,Metal,['typing on typewriter']
-Iu7PYlNUyI,136,typing on typewriter,train,https://img.youtube.com/vi/-Iu7PYlNUyI/0.jpg,Metal,['typing on typewriter']
-JKEBnT-rhQ,30,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/-JKEBnT-rhQ/0.jpg,Metal,A car driving on the road.
-JaUsb1_IbI,30,raining,train,https://img.youtube.com/vi/-JaUsb1_IbI/0.jpg,Wood,Driving motorcycle
-Ji1q_xJu9Y,74,typing on typewriter,train,https://img.youtube.com/vi/-Ji1q_xJu9Y/0.jpg,Paper,A miniature typewriter
-Ji1q_xJu9Y,251,typing on typewriter,train,https://img.youtube.com/vi/-Ji1q_xJu9Y/0.jpg,Paper,A miniature typewriter
-Jj_VT1dTDI,136,car engine starting,train,https://img.youtube.com/vi/-Jj_VT1dTDI/0.jpg,Metal,No
-Jj_VT1dTDI,182,car engine starting,train,https://img.youtube.com/vi/-Jj_VT1dTDI/0.jpg,Metal,No
-Jk8qvmCfAA,30,"railroad car, train wagon",train,https://img.youtube.com/vi/-Jk8qvmCfAA/0.jpg,Tile,"Subway, metro, underground"
-JoNMfuNy6o,20,people farting,train,https://img.youtube.com/vi/-JoNMfuNy6o/0.jpg,Plastic,A baby
-Jsy9Ol7wWY,90,skateboarding,train,https://img.youtube.com/vi/-Jsy9Ol7wWY/0.jpg,Plastic,Skateboarding
-JtMqnUxmjM,30,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/-JtMqnUxmjM/0.jpg,Water,Pumping water
-JyWgRhvP6g,480,people clapping,train,https://img.youtube.com/vi/-JyWgRhvP6g/0.jpg,Plastic,A concert
-K232jBK8VQ,30,car passing by,train,https://img.youtube.com/vi/-K232jBK8VQ/0.jpg,Dirt,A video of a car driving down a road.
-K28XZWiDeo,30,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/-K28XZWiDeo/0.jpg,Plastic,A man holding a fish.
-K2ZCILVbbk,27,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/-K2ZCILVbbk/0.jpg,Metal,Pumping water
-K5wu7h61EI,170,"subway, metro, underground",train,https://img.youtube.com/vi/-K5wu7h61EI/0.jpg,Metal,A train
-KCeHYx5uRg,30,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/-KCeHYx5uRg/0.jpg,Water,Pumping water
-KECxvZZHYg,30,helicopter,train,https://img.youtube.com/vi/-KECxvZZHYg/0.jpg,Metal,A helicopter flying over a snowy mountain.
-KOgOEvhrbw,154,machine gun shooting,train,https://img.youtube.com/vi/-KOgOEvhrbw/0.jpg,Metal,AK-47
-KOgOEvhrbw,442,machine gun shooting,train,https://img.youtube.com/vi/-KOgOEvhrbw/0.jpg,Metal,AK-47
-KWoQzfEzok,90,chainsawing trees,train,https://img.youtube.com/vi/-KWoQzfEzok/0.jpg,Wood,A man cutting down a tree.
-KeQVqJESLc,30,stream burbling,train,https://img.youtube.com/vi/-KeQVqJESLc/0.jpg,Water,Waterfall burbling
-KioPJI1jfg,7,horse clip-clop,train,https://img.youtube.com/vi/-KioPJI1jfg/0.jpg,Metal,A video of a person riding a horse over a jump.
-KrDQXnlXRw,10,toilet flushing,train,https://img.youtube.com/vi/-KrDQXnlXRw/0.jpg,Ceramic,Toilet flushing
-KrhXYs7-Wc,20,"railroad car, train wagon",train,https://img.youtube.com/vi/-KrhXYs7-Wc/0.jpg,Metal,"Subway, metro, underground"
-KrulebY0Lc,120,sailing,train,https://img.youtube.com/vi/-KrulebY0Lc/0.jpg,Plastic,Sailing
-L-J0sOJrRo,30,car passing by,train,https://img.youtube.com/vi/-L-J0sOJrRo/0.jpg,Plastic,"Race car, auto racing"
-L0ZAGOuaqg,42,firing cannon,train,https://img.youtube.com/vi/-L0ZAGOuaqg/0.jpg,Metal,A video of a cannon being fired.
-L0ZAGOuaqg,115,firing cannon,train,https://img.youtube.com/vi/-L0ZAGOuaqg/0.jpg,Metal,A video of a cannon being fired.
-L2ku2l9i5M,20,machine gun shooting,train,https://img.youtube.com/vi/-L2ku2l9i5M/0.jpg,Metal,A video thumbnail of a man holding a gun.
-LBHWlaxWHc,30,fireworks banging,train,https://img.youtube.com/vi/-LBHWlaxWHc/0.jpg,Plastic,Fireworks banging
-LLhrHFXrHs,130,"railroad car, train wagon",train,https://img.youtube.com/vi/-LLhrHFXrHs/0.jpg,Metal,A train car.
-LP9auWyYe8,30,"railroad car, train wagon",train,https://img.youtube.com/vi/-LP9auWyYe8/0.jpg,Metal,A train is traveling down the tracks.
-LR6jZzVFHs,50,typing on computer keyboard,train,https://img.youtube.com/vi/-LR6jZzVFHs/0.jpg,Plastic,Typing on computer keyboard
-L_RH-nw11I,14,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/-L_RH-nw11I/0.jpg,Tile,Vacuum cleaner cleaning floors
-L_RH-nw11I,25,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/-L_RH-nw11I/0.jpg,Tile,Vacuum cleaner cleaning floors
-LzsgrGPV6o,30,machine gun shooting,train,https://img.youtube.com/vi/-LzsgrGPV6o/0.jpg,Metal,A video of a man holding a gun.
-M-Zl_498bE,22,raining,train,https://img.youtube.com/vi/-M-Zl_498bE/0.jpg,Water,Pumping water
-M4h78e4EOY,30,car passing by,train,https://img.youtube.com/vi/-M4h78e4EOY/0.jpg,Dirt,"Race car, auto racing"
-M6K3QoHh40,30,people shuffling,test,https://img.youtube.com/vi/-M6K3QoHh40/0.jpg,Tile,A video of people walking in a hallway.
-MAMeEiIYOo,420,people clapping,train,https://img.youtube.com/vi/-MAMeEiIYOo/0.jpg,Metal,A man playing a musical instrument.
-MEVa0-GS_E,30,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/-MEVa0-GS_E/0.jpg,Metal,A car engine
-MJDUbKjyHA,2,car engine knocking,train,https://img.youtube.com/vi/-MJDUbKjyHA/0.jpg,Metal,A car engine starting
-MJDUbKjyHA,39,car engine knocking,train,https://img.youtube.com/vi/-MJDUbKjyHA/0.jpg,Metal,A car engine starting
-MXl8VJ6dUw,30,car passing by,train,https://img.youtube.com/vi/-MXl8VJ6dUw/0.jpg,Wood,Pumping water
-MbtbcZ2EGA,30,skidding,train,https://img.youtube.com/vi/-MbtbcZ2EGA/0.jpg,Plastic,A car driving on the road.
-McJLXNN3-o,50,skateboarding,train,https://img.youtube.com/vi/-McJLXNN3-o/0.jpg,Metal,Skateboarding
-Mddauh3c9Y,20,using sewing machines,train,https://img.youtube.com/vi/-Mddauh3c9Y/0.jpg,Metal,A sewing machine
-NGTv0zfA20,28,car engine knocking,train,https://img.youtube.com/vi/-NGTv0zfA20/0.jpg,Metal,"A video of a person wearing a black outfit, with a black helmet, and a black mask, sitting on the ground."
-NRx0SBMjo0,24,pumping water,test,https://img.youtube.com/vi/-NRx0SBMjo0/0.jpg,Metal,Pumping water
-NW2pPAToFM,0,toilet flushing,train,https://img.youtube.com/vi/-NW2pPAToFM/0.jpg,Tile,Pumping water
-Ne51BFpF9M,10,people clapping,train,https://img.youtube.com/vi/-Ne51BFpF9M/0.jpg,Metal,A man playing a cello.
-NgPbto1Vr0,30,car passing by,train,https://img.youtube.com/vi/-NgPbto1Vr0/0.jpg,Plastic,A car driving in a parking lot.
-Nis-cumBYc,250,"race car, auto racing",train,https://img.youtube.com/vi/-Nis-cumBYc/0.jpg,Dirt,Driving motorcycle
-Nk5qZd5eRw,36,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/-Nk5qZd5eRw/0.jpg,Metal,"Race car, auto racing"
-NkgiV-1kf4,7,opening or closing drawers,train,https://img.youtube.com/vi/-NkgiV-1kf4/0.jpg,Wood,A can of soda is being opened.
-NmX8eRTl60,30,waterfall burbling,train,https://img.youtube.com/vi/-NmX8eRTl60/0.jpg,Water,Sailing
-NrFtZ_xxFU,30,"railroad car, train wagon",train,https://img.youtube.com/vi/-NrFtZ_xxFU/0.jpg,Metal,A train on the tracks
-NromfAJyZs,30,machine gun shooting,train,https://img.youtube.com/vi/-NromfAJyZs/0.jpg,Wood,A gun
-O0M3sqMNNI,48,car engine starting,train,https://img.youtube.com/vi/-O0M3sqMNNI/0.jpg,Metal,Startup and Reprt
-OChLdShE-Y,30,fireworks banging,train,https://img.youtube.com/vi/-OChLdShE-Y/0.jpg,Plastic,A green box with red writing on it.
-OGq-n_9EYA,0,car engine knocking,train,https://img.youtube.com/vi/-OGq-n_9EYA/0.jpg,Metal,10988
-OGq-n_9EYA,39,car engine knocking,train,https://img.youtube.com/vi/-OGq-n_9EYA/0.jpg,Metal,10988
-OLmAqxvqC0,160,machine gun shooting,train,https://img.youtube.com/vi/-OLmAqxvqC0/0.jpg,Metal,A gun
-OQ3KFwzLCI,288,lighting firecrackers,train,https://img.youtube.com/vi/-OQ3KFwzLCI/0.jpg,Wood,Fireworks banging
-OQ3KFwzLCI,474,lighting firecrackers,train,https://img.youtube.com/vi/-OQ3KFwzLCI/0.jpg,Wood,Fireworks banging
-ORyFN4frM0,70,cap gun shooting,train,https://img.youtube.com/vi/-ORyFN4frM0/0.jpg,Drywall,A video thumbnail of a person holding a gun.
-ORyFN4frM0,85,cap gun shooting,train,https://img.youtube.com/vi/-ORyFN4frM0/0.jpg,Drywall,A video thumbnail of a person holding a gun.
-OVKYvvXaeo,27,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/-OVKYvvXaeo/0.jpg,Metal,A car driving by.
-OVb-UG8yJw,30,"engine accelerating, revving, vroom",test,https://img.youtube.com/vi/-OVb-UG8yJw/0.jpg,Metal,Aircraft
-OVpSpmXVo8,0,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/-OVpSpmXVo8/0.jpg,Wood,Pumping water
-OVz2x3K4OY,30,people running,train,https://img.youtube.com/vi/-OVz2x3K4OY/0.jpg,Wood,A video game
-OXCCrp2Dm8,14,car engine starting,train,https://img.youtube.com/vi/-OXCCrp2Dm8/0.jpg,Plastic,Pumping water
-P48AwTYcXw,30,people running,train,https://img.youtube.com/vi/-P48AwTYcXw/0.jpg,Metal,A man running on a track.
-P53lJ1ViWk,30,driving buses,train,https://img.youtube.com/vi/-P53lJ1ViWk/0.jpg,Metal,"Subway, metro, underground"
-PYr_EY1lss,64,machine gun shooting,train,https://img.youtube.com/vi/-PYr_EY1lss/0.jpg,Metal,A video of a man holding a gun.
-PYr_EY1lss,201,machine gun shooting,train,https://img.youtube.com/vi/-PYr_EY1lss/0.jpg,Metal,A video of a man holding a gun.
-PbatBJQdUM,20,"railroad car, train wagon",train,https://img.youtube.com/vi/-PbatBJQdUM/0.jpg,Metal,"Subway, metro, underground"
-PoXQIZDs0c,20,cap gun shooting,train,https://img.youtube.com/vi/-PoXQIZDs0c/0.jpg,Wood,A video of a person swinging a metal pole in a forest.
-PtFBEjE9xM,250,lawn mowing,train,https://img.youtube.com/vi/-PtFBEjE9xM/0.jpg,Grass,Lawn mowing
-PyXfNxnHKs,110,eating with cutlery,test,https://img.youtube.com/vi/-PyXfNxnHKs/0.jpg,Ceramic,Happy 3rd Birthday Juliaannna
-Q2vef--Blw,100,"subway, metro, underground",train,https://img.youtube.com/vi/-Q2vef--Blw/0.jpg,Metal,A train is traveling down the tracks.
-Q4hfmKy0DI,147,car engine knocking,train,https://img.youtube.com/vi/-Q4hfmKy0DI/0.jpg,Metal,A car driving down the street.
-QDkHHg5U2s,120,driving motorcycle,train,https://img.youtube.com/vi/-QDkHHg5U2s/0.jpg,Metal,Pumping Water
-QNvgodhSQs,30,waterfall burbling,train,https://img.youtube.com/vi/-QNvgodhSQs/0.jpg,Water,Pumping water
-QX74tUXv0g,26,"subway, metro, underground",train,https://img.youtube.com/vi/-QX74tUXv0g/0.jpg,Metal,"Subway, metro, underground"
-Qr3Hzd8QsQ,30,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/-Qr3Hzd8QsQ/0.jpg,Wood,Pumping water
-Qs_Lc4pflI,80,sliding door,train,https://img.youtube.com/vi/-Qs_Lc4pflI/0.jpg,Metal,1
-QtmH0nkTGM,30,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/-QtmH0nkTGM/0.jpg,Dirt,Driving motorcycle
-QtwyGv7CUQ,30,opening or closing drawers,train,https://img.youtube.com/vi/-QtwyGv7CUQ/0.jpg,Wood,A train set up on a table.
-R2JRLt3xjc,144,playing snare drum,train,https://img.youtube.com/vi/-R2JRLt3xjc/0.jpg,Metal,A drummer playing a drum set.
-R2JRLt3xjc,585,playing snare drum,train,https://img.youtube.com/vi/-R2JRLt3xjc/0.jpg,Metal,A drummer playing a drum set.
-R2kN-_12pc,30,horse clip-clop,train,https://img.youtube.com/vi/-R2kN-_12pc/0.jpg,Dirt,A man riding a horse.
-R69Fa-mCaY,20,chainsawing trees,train,https://img.youtube.com/vi/-R69Fa-mCaY/0.jpg,Wood,A man cutting down a tree with a chainsaw.
-RNbb1ZTu8Y,30,chainsawing trees,train,https://img.youtube.com/vi/-RNbb1ZTu8Y/0.jpg,Wood,Axe
-RNkE6BodtY,30,splashing water,train,https://img.youtube.com/vi/-RNkE6BodtY/0.jpg,Water,Pumping water
-ROt2go3ALY,10,lawn mowing,train,https://img.youtube.com/vi/-ROt2go3ALY/0.jpg,Grass,A video of a man riding a motorcycle while a dog runs in front of him.
-RYQN6bHb-E,40,basketball bounce,train,https://img.youtube.com/vi/-RYQN6bHb-E/0.jpg,Drywall,Basketball
-RZrKy8WEng,30,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/-RZrKy8WEng/0.jpg,Plastic,Driving motorcycle
-Rm5UxkHqXM,30,stream burbling,train,https://img.youtube.com/vi/-Rm5UxkHqXM/0.jpg,Tile,A marching band playing instruments.
-Ru4eM0c3qk,270,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/-Ru4eM0c3qk/0.jpg,Water,Pumping water
-RuSgm3I6LQ,30,horse clip-clop,train,https://img.youtube.com/vi/-RuSgm3I6LQ/0.jpg,Dirt,A video of a horse jumping over an obstacle.
-S-5z2vYtxw,10,driving motorcycle,train,https://img.youtube.com/vi/-S-5z2vYtxw/0.jpg,Metal,Driving motorcycle
-S4qeL71ogE,16,car engine knocking,train,https://img.youtube.com/vi/-S4qeL71ogE/0.jpg,Metal,A car engine
-SKnbdKeajU,7,lawn mowing,train,https://img.youtube.com/vi/-SKnbdKeajU/0.jpg,Grass,Lawn mowing
-SPKve6eri0,0,machine gun shooting,train,https://img.youtube.com/vi/-SPKve6eri0/0.jpg,Dirt,A video of a man shooting a gun.
-SS94jclogk,170,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/-SS94jclogk/0.jpg,Plastic,Sailing
-SVo_SniSA8,20,skidding,train,https://img.youtube.com/vi/-SVo_SniSA8/0.jpg,Leaf,"Race car, auto racing"
-SWaCArvQug,21,opening or closing drawers,test,https://img.youtube.com/vi/-SWaCArvQug/0.jpg,Wood,A kitchen cabinet
-SX1EaVK9zo,30,horse clip-clop,train,https://img.youtube.com/vi/-SX1EaVK9zo/0.jpg,Dirt,A horse is laying down in a corral.
-SZIgJCerwI,8,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/-SZIgJCerwI/0.jpg,Water,Skateboarding
-S__dddErsw,110,"railroad car, train wagon",train,https://img.youtube.com/vi/-S__dddErsw/0.jpg,Metal,A train passing by a forest.
-SgK-t40AoY,40,chainsawing trees,train,https://img.youtube.com/vi/-SgK-t40AoY/0.jpg,Wood,A man is sitting on the ground in a forest.
-SkaeD74V8Y,30,helicopter,train,https://img.youtube.com/vi/-SkaeD74V8Y/0.jpg,Water,Helicopter
-SlL0NZh51w,20,"engine accelerating, revving, vroom",train,https://img.youtube.com/vi/-SlL0NZh51w/0.jpg,Metal,Driving motorcycle
-Sn0rMoBjzM,29,splashing water,train,https://img.youtube.com/vi/-Sn0rMoBjzM/0.jpg,Plastic,Pumping water
-Sn0rMoBjzM,73,splashing water,train,https://img.youtube.com/vi/-Sn0rMoBjzM/0.jpg,Plastic,Pumping water
-StCx0GPObw,30,car passing by,train,https://img.youtube.com/vi/-StCx0GPObw/0.jpg,Metal,Driving motorcycle
-T-B3nF6h3A,0,vacuum cleaner cleaning floors,train,https://img.youtube.com/vi/-T-B3nF6h3A/0.jpg,Plastic,'pumping water'
-T0f1TSDz-Y,37,people shuffling,train,https://img.youtube.com/vi/-T0f1TSDz-Y/0.jpg,Tile,A boy in a red shirt is standing on a tile floor.
-T0f1TSDz-Y,210,people shuffling,train,https://img.youtube.com/vi/-T0f1TSDz-Y/0.jpg,Tile,A boy in a red shirt is standing on a tile floor.
-T1RU8oThuQ,30,skidding,train,https://img.youtube.com/vi/-T1RU8oThuQ/0.jpg,Metal,Driving motorcycle
-T2MO0xBNwM,26,"motorboat, speedboat acceleration",test,https://img.youtube.com/vi/-T2MO0xBNwM/0.jpg,Water,"Motorboat, speedboat acceleration"
-T8ZBK2m20E,310,people clapping,train,https://img.youtube.com/vi/-T8ZBK2m20E/0.jpg,Plastic,A video thumbnail of a person holding a piece of paper.
-TCJVC16Ezs,51,opening or closing drawers,train,https://img.youtube.com/vi/-TCJVC16Ezs/0.jpg,Tile,A video of a stairway in a building.
-TCJVC16Ezs,68,opening or closing drawers,train,https://img.youtube.com/vi/-TCJVC16Ezs/0.jpg,Tile,A video of a stairway in a building.
-TIr4yEY89k,30,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/-TIr4yEY89k/0.jpg,Plastic,Driving motorcycle
-TM0Ph_0b7M,83,typing on typewriter,train,https://img.youtube.com/vi/-TM0Ph_0b7M/0.jpg,Plastic,Typing on typewriter
-TZtWSNT9Po,30,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/-TZtWSNT9Po/0.jpg,Plastic,A boat
-TjjKiDsd84,24,lighting firecrackers,train,https://img.youtube.com/vi/-TjjKiDsd84/0.jpg,Plastic,Fireworks banging
-UJJsEdgqMQ,11,horse clip-clop,train,https://img.youtube.com/vi/-UJJsEdgqMQ/0.jpg,Dirt,A person riding a horse.
-UKH_6moRZc,180,opening or closing drawers,test,https://img.youtube.com/vi/-UKH_6moRZc/0.jpg,Ceramic,A man with a bald head is standing in front of a bathroom mirror.
-UKl9H9p2lI,70,car engine starting,train,https://img.youtube.com/vi/-UKl9H9p2lI/0.jpg,Metal,A car engine starting
-UcG6yArKqg,360,"motorboat, speedboat acceleration",train,https://img.youtube.com/vi/-UcG6yArKqg/0.jpg,Plastic,Pumping water
-UjHThfWx_o,30,lawn mowing,train,https://img.youtube.com/vi/-UjHThfWx_o/0.jpg,Grass,A man riding a green lawn mower.
-UjnbIuJNuI,30,car passing by,train,https://img.youtube.com/vi/-UjnbIuJNuI/0.jpg,Plastic,"Race car, auto racing"
-Uo9p-Dq1fg,30,car passing by,train,https://img.youtube.com/vi/-Uo9p-Dq1fg/0.jpg,Metal,"Race car, auto racing"
-UoTV5by38k,50,helicopter,train,https://img.youtube.com/vi/-UoTV5by38k/0.jpg,Dirt,A playground set up in a yard.
-UtMMTiDFCA,30,"rowboat, canoe, kayak rowing",train,https://img.youtube.com/vi/-UtMMTiDFCA/0.jpg,Water,14.9 km/h
-UtXwhu8iyA,30,wind rustling leaves,train,https://img.youtube.com/vi/-UtXwhu8iyA/0.jpg,Metal,Pumping water
-V-3H5lOA2k,30,lawn mowing,train,https://img.youtube.com/vi/-V-3H5lOA2k/0.jpg,Plastic,Skateboarding
-V-c__N8ByM,10,train wheels squealing,train,https://img.youtube.com/vi/-V-c__N8ByM/0.jpg,Dirt,Pumping water
-V-c__N8ByM,75,train wheels squealing,train,https://img.youtube.com/vi/-V-c__N8ByM/0.jpg,Dirt,Pumping water
-V02Uc2J2d0,128,sliding door,train,https://img.youtube.com/vi/-V02Uc2J2d0/0.jpg,Metal,"This was a video thumbnail, what do you think this video will make?"
-V5KERENdZE,10,horse clip-clop,train,https://img.youtube.com/vi/-V5KERENdZE/0.jpg,Drywall,Pumping water
-V6EWpcv3Gw,80,wind rustling leaves,train,https://img.youtube.com/vi/-V6EWpcv3Gw/0.jpg,Leaf,A car driving down a street.
-VLOm8cJZRI,70,eating with cutlery,test,https://img.youtube.com/vi/-VLOm8cJZRI/0.jpg,Plastic,A video of a person eating food from a tray.
-VTAtBy_jiI,40,helicopter,train,https://img.youtube.com/vi/-VTAtBy_jiI/0.jpg,Metal,Helicopter
